,idaviso,ciudad,provincia,precio,tipodeoperacion,tipodepropiedad,habitaciones,metrostotales,iscurrent
966,49615058,Núñez,Capital Federal,55000,Alquiler,Apartamento,1.0,55.0,0
967,49615898,Lomas de Zamora,GBA Sur,28000,Alquiler,Apartamento,1.0,45.0,0
968,49616019,Vicente López,GBA Norte,100000,Alquiler,PH,2.0,139.0,0
969,49616085,Vicente López,GBA Norte,70000,Alquiler,PH,2.0,62.0,1
970,49616210,Morón,GBA Oeste,50000,Alquiler,PH,2.0,62.0,1
971,49616326,Almagro,Capital Federal,27000,Alquiler,Apartamento,1.0,23.0,1
972,49616409,San Isidro,GBA Norte,38000,Alquiler,Apartamento,1.0,35.0,0
973,49616428,Congreso,Capital Federal,42000,Alquiler,Apartamento,1.0,37.0,1
974,49616698,Villa Crespo,Capital Federal,57500,Alquiler,Apartamento,1.0,50.0,0
975,49616843,Congreso,Capital Federal,32000,Alquiler,Apartamento,,34.0,1
976,49616957,Agronomía,Capital Federal,135000,Venta,Casa,3.0,150.0,0
977,49617095,Vicente López,GBA Norte,55000,Alquiler,PH,2.0,,0
978,49617121,Parque Chas,Capital Federal,60000,Alquiler,Apartamento,1.0,45.0,1
979,49617186,Saavedra,Capital Federal,48000,Alquiler,Apartamento,1.0,32.0,0
980,49617223,Belgrano,Capital Federal,70000,Alquiler,Apartamento,2.0,85.0,1
981,49617294,Palermo,Capital Federal,58000,Alquiler,Apartamento,0.0,36.0,1
982,49617360,Belgrano,Capital Federal,52000,Alquiler,Apartamento,0.0,41.0,0
983,49617434,Belgrano,Capital Federal,85000,Alquiler,Apartamento,2.0,,1
984,49617488,Belgrano,Capital Federal,70000,Alquiler,Apartamento,1.0,51.0,1
985,49617548,Belgrano,Capital Federal,35000,Alquiler,Apartamento,0.0,25.0,0
986,49618087,Villa Luro,Capital Federal,85000,Alquiler,PH,2.0,,0
987,49618150,Rosario,Santa Fe,39000,Alquiler,Apartamento,1.0,,1
988,49618171,Vicente López,GBA Norte,70000,Alquiler,Apartamento,1.0,59.0,0
989,49618232,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,32.0,1
990,49618265,Vicente López,GBA Norte,150000,Alquiler,PH,3.0,160.0,1
991,49618271,Rosario,Santa Fe,45000,Alquiler,Apartamento,2.0,55.0,0
992,49618526,Boedo,Capital Federal,40000,Alquiler,Apartamento,0.0,33.0,0
993,49618591,Palermo,Capital Federal,40000,Alquiler,Apartamento,1.0,44.0,0
994,49619011,Caballito,Capital Federal,40000,Alquiler,PH,2.0,60.0,0
995,49619175,Rosario,Santa Fe,33000,Alquiler,Apartamento,1.0,35.0,0
996,49619205,Villa Luro,Capital Federal,38000,Alquiler,PH,1.0,65.0,0
997,49619380,Belgrano,Capital Federal,130000,Alquiler,Apartamento,3.0,94.0,1
998,49619528,Rosario,Santa Fe,65000,Alquiler,Casa,3.0,100.0,0
999,49619584,Palermo,Capital Federal,1550,Alquiler,Casa,2.0,174.0,1
1000,49619901,Rosario,Santa Fe,65000,Alquiler,Casa,3.0,,1
1001,49620188,Palermo,Capital Federal,350,Alquiler,Apartamento,0.0,38.0,1
1002,49620325,San Cristobal,Capital Federal,32000,Alquiler,Apartamento,1.0,33.0,0
1003,49620333,Tigre,GBA Norte,66000,Alquiler,PH,1.0,140.0,1
1004,49620356,Núñez,Capital Federal,45000,Alquiler,Apartamento,0.0,35.0,0
1005,49621223,Palermo,Capital Federal,140000,Alquiler,Apartamento,2.0,62.0,1
1006,49621319,Belgrano,Capital Federal,45000,Alquiler,Apartamento,1.0,37.0,0
1007,49621496,Palermo,Capital Federal,50000,Alquiler,Apartamento,,54.0,0
1008,49621513,Rosario,Santa Fe,20000,Alquiler,Apartamento,1.0,30.0,0
1009,49621817,Caballito,Capital Federal,110000,Alquiler,PH,1.0,117.0,0
1010,49622763,Palermo,Capital Federal,38000,Alquiler,Apartamento,1.0,33.0,0
1011,49622804,Núñez,Capital Federal,70000,Alquiler,Apartamento,1.0,47.0,0
1012,49622861,San Isidro,GBA Norte,65000,Alquiler,Apartamento,1.0,48.0,0
1013,49623117,Villa Urquiza,Capital Federal,66000,Alquiler,Apartamento,0.0,50.0,0
1014,49623491,La Matanza,GBA Oeste,50000,Alquiler,PH,2.0,55.0,1
1015,49623495,Parque Chas,Capital Federal,85000,Alquiler,Apartamento,2.0,77.0,0
1016,49623506,Centro / Microcentro,Capital Federal,30000,Alquiler,Apartamento,1.0,19.0,0
1017,49623732,Villa Devoto,Capital Federal,30000,Alquiler,Apartamento,0.0,20.0,0
1018,49623811,Monserrat,Capital Federal,85000,Alquiler,Apartamento,3.0,136.0,0
1019,49625123,Vicente López,GBA Norte,40000,Alquiler,Apartamento,1.0,,0
1020,49625206,Palermo,Capital Federal,42000,Alquiler,Apartamento,0.0,38.0,0
1021,49625303,Palermo,Capital Federal,58000,Alquiler,Apartamento,1.0,46.0,1
1022,49625940,Caballito,Capital Federal,89900,Alquiler,Apartamento,2.0,100.0,0
1023,49625973,Palermo,Capital Federal,68000,Alquiler,Apartamento,1.0,60.0,0
1024,49626197,Barrio Norte,Capital Federal,55000,Alquiler,Apartamento,1.0,40.0,1
1025,49626237,Colegiales,Capital Federal,85000,Alquiler,PH,2.0,,1
1026,49626247,Villa Luro,Capital Federal,120000,Alquiler,PH,2.0,140.0,0
1027,49626402,San Cristobal,Capital Federal,40000,Alquiler,Apartamento,1.0,45.0,0
1028,49626414,Villa Crespo,Capital Federal,35000,Alquiler,Apartamento,1.0,39.0,0
1029,49627171,Núñez,Capital Federal,75000,Alquiler,Apartamento,1.0,46.0,1
1030,49627513,Flores,Capital Federal,50000,Alquiler,Apartamento,1.0,60.0,0
1031,49627561,Tribunales,Capital Federal,69000,Venta,Apartamento,,35.0,1
1032,49627589,Palermo,Capital Federal,40000,Alquiler,Apartamento,1.0,35.0,0
1033,49627636,Mar del Plata,Buenos Aires Costa Atlántica,50000,Alquiler,Apartamento,2.0,,1
1034,49627684,Versalles,Capital Federal,59000,Alquiler,Casa,2.0,150.0,0
1035,49627867,Caballito,Capital Federal,50000,Alquiler,Apartamento,1.0,47.0,0
1036,49629226,Palermo,Capital Federal,90000,Alquiler,Apartamento,1.0,73.0,0
1037,49629332,Villa Urquiza,Capital Federal,45000,Alquiler,Apartamento,1.0,40.0,0
1038,49629338,Recoleta,Capital Federal,75000,Alquiler,Apartamento,2.0,60.0,1
1039,49629391,Villa Pueyrredón,Capital Federal,52000,Alquiler,Apartamento,1.0,47.0,1
1040,49629463,Saavedra,Capital Federal,108000,Venta,PH,2.0,65.0,1
1041,49629560,Parque Patricios,Capital Federal,50000,Alquiler,Apartamento,2.0,53.0,1
1042,49629652,Boedo,Capital Federal,42000,Venta,Apartamento,1.0,50.0,0
1043,49629886,Palermo,Capital Federal,115000,Alquiler,Apartamento,1.0,77.0,1
1044,49630090,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,46.0,0
1045,49630096,Colegiales,Capital Federal,50000,Alquiler,Apartamento,0.0,39.0,1
1046,49630157,Belgrano,Capital Federal,88500,Alquiler,Apartamento,2.0,75.0,0
1047,49630342,Núñez,Capital Federal,68000,Alquiler,Apartamento,1.0,58.0,0
1048,49630528,Lanús,GBA Sur,68000,Alquiler,PH,5.0,120.0,1
1049,49630539,Almagro,Capital Federal,40000,Alquiler,Apartamento,1.0,34.0,1
1050,49630589,General San Martín,GBA Norte,36000,Alquiler,Apartamento,1.0,70.0,1
1051,49630777,Villa Devoto,Capital Federal,72000,Alquiler,Apartamento,2.0,70.0,0
1052,49630837,Recoleta,Capital Federal,158000,Alquiler,Apartamento,3.0,205.0,1
1053,49631042,Caballito,Capital Federal,100000,Alquiler,PH,2.0,92.0,0
1054,49631352,Villa Urquiza,Capital Federal,45000,Alquiler,Apartamento,1.0,35.0,0
1055,49631416,San Cristobal,Capital Federal,40000,Alquiler,Apartamento,1.0,55.0,1
1056,49631887,Villa del Parque,Capital Federal,48000,Alquiler,PH,1.0,50.0,0
1057,49631927,San Cristobal,Capital Federal,45000,Alquiler,PH,1.0,48.0,0
1058,49632353,San Telmo,Capital Federal,45000,Alquiler,Apartamento,1.0,40.0,0
1059,49632494,Balvanera,Capital Federal,30000,Alquiler,Apartamento,1.0,35.0,0
1060,49633061,Caballito,Capital Federal,70000,Alquiler,Apartamento,1.0,50.0,1
1061,49633104,Villa del Parque,Capital Federal,48000,Alquiler,Apartamento,2.0,45.0,0
1062,49633207,Palermo,Capital Federal,55000,Alquiler,Apartamento,1.0,51.0,1
1063,49633287,Rosario,Santa Fe,38000,Alquiler,Casa,2.0,184.0,0
1064,49633390,Vicente López,GBA Norte,80000,Alquiler,PH,2.0,73.0,1
1065,49633428,Vicente López,GBA Norte,55000,Alquiler,Casa,2.0,100.0,0
1066,49633441,Colegiales,Capital Federal,43000,Alquiler,Apartamento,1.0,35.0,0
1067,49633801,Rosario,Santa Fe,48000,Alquiler,Apartamento,2.0,55.0,0
1068,49633838,Rosario,Santa Fe,35000,Alquiler,Apartamento,2.0,45.0,1
1069,49634080,General San Martín,GBA Norte,50000,Alquiler,PH,2.0,90.0,1
1070,49634082,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,48.0,0
1071,49634308,Villa Crespo,Capital Federal,60000,Alquiler,Apartamento,1.0,48.0,0
1072,49634534,Barracas,Capital Federal,60000,Alquiler,Apartamento,2.0,65.0,0
1073,49634549,Palermo,Capital Federal,78500,Alquiler,Apartamento,1.0,58.0,0
1074,49634597,Tres de Febrero,GBA Oeste,55000,Alquiler,PH,5.0,150.0,0
1075,49634608,Villa Urquiza,Capital Federal,45000,Alquiler,Apartamento,1.0,45.0,0
1076,49634749,Villa Luro,Capital Federal,45000,Alquiler,Apartamento,2.0,,0
1077,49635030,Almagro,Capital Federal,35000,Alquiler,Apartamento,1.0,36.0,1
1078,49635052,Caballito,Capital Federal,30000,Alquiler,Apartamento,1.0,36.0,1
1079,49635170,Lanús,GBA Sur,30000,Alquiler,PH,1.0,45.0,1
1080,49635377,Belgrano,Capital Federal,49000,Alquiler,Apartamento,1.0,35.0,1
1081,49635446,Vicente López,GBA Norte,50000,Alquiler,Apartamento,1.0,40.0,0
1082,49635492,Monte Castro,Capital Federal,45000,Alquiler,PH,1.0,40.0,1
1083,49635545,Rosario,Santa Fe,42500,Alquiler,Apartamento,2.0,,1
1084,49635578,Barrio Norte,Capital Federal,30000,Alquiler,Apartamento,0.0,30.0,0
1085,49635623,Once,Capital Federal,40000,Alquiler,Apartamento,1.0,45.0,0
1086,49635655,Caballito,Capital Federal,45000,Alquiler,Apartamento,1.0,35.0,1
1087,49635722,Recoleta,Capital Federal,59000,Alquiler,Apartamento,2.0,70.0,0
1088,49635815,Floresta,Capital Federal,48000,Alquiler,PH,1.0,48.0,1
1089,49635977,Barrio Norte,Capital Federal,49000,Alquiler,Apartamento,1.0,37.0,0
1090,49636616,Almagro,Capital Federal,45000,Alquiler,Apartamento,1.0,35.0,1
1091,49636620,Avellaneda,GBA Sur,60000,Alquiler,PH,3.0,,0
1092,49636667,Caballito,Capital Federal,67000,Alquiler,Apartamento,1.0,63.0,0
1093,49636716,Villa Urquiza,Capital Federal,65000,Alquiler,Apartamento,1.0,42.0,0
1094,49636721,Córdoba,Córdoba,32000,Alquiler,Apartamento,0.0,,0
1095,49636727,Versalles,Capital Federal,125000,Alquiler,Casa,3.0,160.0,0
1096,49637286,Núñez,Capital Federal,140000,Alquiler,Apartamento,2.0,98.0,0
1097,49637438,Barrio Norte,Capital Federal,35000,Alquiler,Apartamento,0.0,30.0,0
1098,49637458,Rosario,Santa Fe,24000,Alquiler,Apartamento,0.0,28.0,0
1099,49637472,Villa Urquiza,Capital Federal,87000,Alquiler,PH,3.0,57.0,0
1100,49637551,San Telmo,Capital Federal,27000,Alquiler,Apartamento,,30.0,0
1101,49637678,Rosario,Santa Fe,24000,Alquiler,Apartamento,1.0,35.0,0
1102,49637961,Palermo,Capital Federal,87000,Alquiler,Apartamento,2.0,70.0,1
1103,49637989,Rosario,Santa Fe,24000,Alquiler,Apartamento,0.0,,0
1104,49638011,Rosario,Santa Fe,30000,Alquiler,Apartamento,1.0,30.0,1
1105,49638243,Palermo,Capital Federal,75000,Alquiler,Apartamento,1.0,54.0,0
1106,49638861,Núñez,Capital Federal,50000,Alquiler,Apartamento,1.0,30.0,0
1107,49639071,Rosario,Santa Fe,30000,Alquiler,Apartamento,1.0,36.0,0
1108,49639130,Belgrano,Capital Federal,48000,Alquiler,Apartamento,1.0,43.0,1
1109,49639156,Congreso,Capital Federal,32000,Alquiler,Apartamento,1.0,26.0,0
1110,49639190,Villa del Parque,Capital Federal,60000,Alquiler,PH,1.0,,0
1111,49639279,Villa Crespo,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,0
1112,49639347,Balvanera,Capital Federal,38000,Alquiler,Apartamento,1.0,,0
1113,49639378,Boedo,Capital Federal,55000,Alquiler,Apartamento,2.0,56.0,0
1114,49639393,Recoleta,Capital Federal,55000,Alquiler,Apartamento,2.0,58.0,0
1115,49639404,Villa Urquiza,Capital Federal,65000,Alquiler,Apartamento,1.0,55.0,0
1116,49639411,Villa Urquiza,Capital Federal,65000,Alquiler,PH,1.0,55.0,0
1117,49639954,Parque Patricios,Capital Federal,75000,Alquiler,PH,4.0,75.0,0
1118,49640070,Belgrano,Capital Federal,40000,Alquiler,Apartamento,0.0,26.0,0
1119,49640466,Palermo,Capital Federal,65000,Alquiler,Apartamento,1.0,38.0,0
1120,49640504,Barracas,Capital Federal,25000,Alquiler,Apartamento,,24.0,0
1121,49641359,Vicente López,GBA Norte,35000,Alquiler,PH,0.0,35.0,1
1122,49641395,San Isidro,GBA Norte,60000,Alquiler,Apartamento,2.0,65.0,1
1123,49641438,San Isidro,GBA Norte,80000,Alquiler,Casa,2.0,200.0,1
1124,49642112,San Telmo,Capital Federal,65000,Alquiler,Apartamento,3.0,75.0,1
1125,49642391,Caballito,Capital Federal,68000,Alquiler,Apartamento,2.0,65.0,1
1126,49642392,Parque Chacabuco,Capital Federal,120000,Alquiler,Casa,4.0,195.0,0
1127,49642465,Belgrano,Capital Federal,47000,Alquiler,Apartamento,1.0,40.0,0
1128,49642584,Belgrano,Capital Federal,50000,Alquiler,Apartamento,1.0,56.0,0
1129,49642605,Palermo,Capital Federal,44000,Alquiler,Apartamento,1.0,66.0,0
1130,49642619,San Cristobal,Capital Federal,48000,Venta,PH,1.0,51.0,1
1131,49642768,Caballito,Capital Federal,18000,Alquiler,PH,,100.0,1
1132,49642794,Parque Avellaneda,Capital Federal,38000,Alquiler,Apartamento,0.0,35.0,1
1133,49642834,Villa Urquiza,Capital Federal,68000,Alquiler,Apartamento,1.0,51.0,0
1134,49642849,Lomas de Zamora,GBA Sur,40000,Alquiler,Apartamento,1.0,36.0,0
1135,49642863,Palermo,Capital Federal,80000,Alquiler,Apartamento,2.0,68.0,1
1136,49642927,Caballito,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,0
1137,49642990,Villa General Mitre,Capital Federal,32500,Alquiler,Apartamento,,44.0,0
1138,49643007,Rosario,Santa Fe,43000,Alquiler,Apartamento,1.0,44.0,0
1139,49643011,Recoleta,Capital Federal,58000,Alquiler,Apartamento,1.0,47.0,1
1140,49643118,Palermo,Capital Federal,80000,Alquiler,Apartamento,3.0,83.0,0
1141,49643206,Villa Santa Rita,Capital Federal,92000,Alquiler,PH,2.0,84.0,1
1142,49643211,Barrio Norte,Capital Federal,40000,Alquiler,Apartamento,1.0,50.0,1
1143,49643233,Villa Urquiza,Capital Federal,52000,Alquiler,Apartamento,1.0,44.0,0
1144,49643693,Vicente López,GBA Norte,60000,Alquiler,PH,2.0,50.0,0
1145,49643975,Villa Crespo,Capital Federal,39000,Alquiler,Apartamento,1.0,45.0,0
1146,49644232,San Telmo,Capital Federal,50000,Alquiler,Apartamento,2.0,44.0,1
1147,49644521,Palermo,Capital Federal,45000,Alquiler,Apartamento,1.0,32.0,0
1148,49644797,Puerto Madero,Capital Federal,72000,Alquiler,Apartamento,1.0,45.0,1
1149,49644883,Vicente López,GBA Norte,85000,Alquiler,Apartamento,2.0,57.0,0
1150,49644992,Almagro,Capital Federal,52000,Alquiler,Apartamento,,33.0,0
1151,49645181,Flores,Capital Federal,105000,Alquiler,Apartamento,3.0,107.0,0
1152,49645188,Boedo,Capital Federal,19800,Alquiler,PH,1.0,26.0,0
1153,49645386,San Isidro,GBA Norte,110000,Alquiler,PH,3.0,90.0,0
1154,49645505,Flores,Capital Federal,115000,Alquiler,Casa,3.0,120.0,0
1155,49645653,Barrio Norte,Capital Federal,50000,Alquiler,Apartamento,1.0,63.0,0
1156,49645752,Belgrano,Capital Federal,45000,Alquiler,Apartamento,1.0,35.0,0
1157,49645821,Almagro,Capital Federal,50000,Alquiler,Apartamento,2.0,52.0,0
1158,49645886,Palermo,Capital Federal,100000,Alquiler,Apartamento,2.0,85.0,1
1159,49645897,Caballito,Capital Federal,65000,Alquiler,PH,2.0,100.0,0
1160,49645943,Balvanera,Capital Federal,40000,Alquiler,Apartamento,1.0,42.0,0
1161,49645979,Recoleta,Capital Federal,110000,Alquiler,Apartamento,2.0,133.0,0
1162,49646261,San Fernando,GBA Norte,140000,Alquiler,Casa,2.0,275.0,1
1163,49646419,Almagro,Capital Federal,68000,Alquiler,Apartamento,2.0,75.0,0
1164,49646420,Villa Crespo,Capital Federal,33000,Alquiler,Apartamento,0.0,25.0,0
1165,49646442,Almagro,Capital Federal,45000,Alquiler,Apartamento,1.0,39.0,0
1166,49646487,Villa Crespo,Capital Federal,35000,Alquiler,Apartamento,0.0,29.0,0
1167,49646493,Almagro,Capital Federal,40000,Alquiler,Apartamento,1.0,41.0,0
1168,49646586,San Isidro,GBA Norte,92000,Alquiler,Casa,3.0,115.0,0
1169,49646692,San Fernando,GBA Norte,39000,Alquiler,Apartamento,1.0,48.0,0
1170,49646895,Caballito,Capital Federal,32000,Alquiler,Apartamento,1.0,23.0,1
1171,49646910,Núñez,Capital Federal,46000,Alquiler,Apartamento,1.0,42.0,0
1172,49646963,Villa del Parque,Capital Federal,115000,Alquiler,PH,3.0,161.0,0
1173,49647151,San Cristobal,Capital Federal,33000,Alquiler,Apartamento,1.0,30.0,0
1174,49647765,Caballito,Capital Federal,45000,Alquiler,Apartamento,1.0,45.0,0
1175,49647824,Barrio Norte,Capital Federal,30000,Alquiler,Apartamento,0.0,26.0,0
1176,49647831,Belgrano,Capital Federal,90000,Alquiler,Apartamento,3.0,73.0,1
1177,49647985,Palermo,Capital Federal,70000,Alquiler,Apartamento,0.0,50.0,1
1178,49648386,Villa Urquiza,Capital Federal,69000,Alquiler,Apartamento,2.0,60.0,0
1179,49648452,Belgrano,Capital Federal,118000,Alquiler,Apartamento,2.0,87.0,1
1180,49648458,Villa Urquiza,Capital Federal,80000,Alquiler,Apartamento,2.0,72.0,1
1181,49648493,Barracas,Capital Federal,38000,Alquiler,Apartamento,1.0,40.0,0
1182,49649044,La Matanza,GBA Oeste,22000,Alquiler,Apartamento,1.0,45.0,0
1183,49649054,Saavedra,Capital Federal,28000,Alquiler,PH,0.0,26.0,0
1184,49649139,Belgrano,Capital Federal,50000,Alquiler,Apartamento,1.0,38.0,1
1185,49649179,San Isidro,GBA Norte,62000,Alquiler,PH,2.0,105.0,1
1186,49649392,San Isidro,GBA Norte,160000,Alquiler,Casa,3.0,,0
1187,49649490,Palermo,Capital Federal,45000,Alquiler,Apartamento,1.0,40.0,0
1188,49649543,Abasto,Capital Federal,40000,Alquiler,Apartamento,1.0,30.0,0
1189,49649551,Palermo,Capital Federal,40000,Alquiler,PH,1.0,45.0,0
1190,49649656,Belgrano,Capital Federal,70000,Alquiler,Apartamento,1.0,55.0,0
1191,49649816,Núñez,Capital Federal,50000,Alquiler,Apartamento,1.0,50.0,0
1192,49649827,Belgrano,Capital Federal,180000,Alquiler,PH,4.0,210.0,1
1193,49649919,Villa del Parque,Capital Federal,220000,Venta,Casa,3.0,220.0,1
1194,49649929,San Cristobal,Capital Federal,34000,Alquiler,Apartamento,,30.0,0
1195,49649961,Recoleta,Capital Federal,43000,Alquiler,Apartamento,,38.0,0
1196,49650171,Palermo,Capital Federal,300000,Alquiler,Apartamento,3.0,80.0,1
1197,49650316,Rosario,Santa Fe,38000,Alquiler,Apartamento,2.0,48.0,1
1198,49650373,Recoleta,Capital Federal,32000,Alquiler,Apartamento,0.0,27.0,0
1199,49650419,Caballito,Capital Federal,80000,Alquiler,Apartamento,2.0,59.0,0
1200,49650552,Vicente López,GBA Norte,55000,Alquiler,PH,2.0,,0
1201,49650676,Rosario,Santa Fe,45000,Alquiler,Apartamento,2.0,55.0,1
1202,49650757,Villa del Parque,Capital Federal,35000,Alquiler,Apartamento,1.0,45.0,0
1203,49651397,Palermo,Capital Federal,45000,Alquiler,Apartamento,1.0,38.0,0
1204,49651446,Chacarita,Capital Federal,43000,Alquiler,Apartamento,1.0,36.0,1
1205,49651456,Barrio Norte,Capital Federal,60000,Alquiler,Apartamento,2.0,53.0,0
1206,49651582,Palermo,Capital Federal,50000,Alquiler,Apartamento,1.0,44.0,0
1207,49651617,Almagro,Capital Federal,45000,Alquiler,Apartamento,1.0,58.0,1
1208,49651712,Caballito,Capital Federal,42000,Alquiler,Apartamento,1.0,45.0,1
1209,49651884,Almagro,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,0
1210,49651913,Caballito,Capital Federal,45000,Alquiler,Apartamento,1.0,35.0,0
1211,49651923,Almagro,Capital Federal,60000,Alquiler,Apartamento,2.0,70.0,1
1212,49651950,La Plata,GBA Sur,45000,Alquiler,Apartamento,2.0,,0
1213,49652234,Flores,Capital Federal,48000,Alquiler,Apartamento,2.0,47.0,0
1214,49653701,Belgrano,Capital Federal,87000,Alquiler,Apartamento,1.0,46.0,1
1215,49653718,Boedo,Capital Federal,23800,Alquiler,PH,1.0,26.0,0
1216,49653764,Palermo,Capital Federal,34500,Alquiler,Apartamento,,34.0,1
1217,49653855,Belgrano,Capital Federal,60000,Alquiler,Apartamento,1.0,81.0,1
1218,49653858,Palermo,Capital Federal,29000,Alquiler,Apartamento,,24.0,1
1219,49653981,Centro / Microcentro,Capital Federal,18000,Alquiler,Apartamento,0.0,27.0,0
1220,49653990,Palermo,Capital Federal,90000,Alquiler,Apartamento,1.0,60.0,0
1221,49654008,Recoleta,Capital Federal,50000,Alquiler,Apartamento,1.0,41.0,0
1222,49654098,Chacarita,Capital Federal,40000,Alquiler,Apartamento,1.0,35.0,1
1223,49654310,San Telmo,Capital Federal,55000,Alquiler,Apartamento,2.0,64.0,1
1224,49654379,Rosario,Santa Fe,25000,Alquiler,Apartamento,0.0,25.0,0
1225,49654488,Almagro,Capital Federal,43000,Alquiler temporal,Apartamento,0.0,42.0,0
1226,49654541,Palermo,Capital Federal,90000,Alquiler,Apartamento,2.0,80.0,0
1227,49655007,Rosario,Santa Fe,55000,Alquiler,Apartamento,3.0,100.0,1
1228,49655040,Palermo,Capital Federal,45000,Alquiler,Apartamento,0.0,35.0,0
1229,49655158,San Cristobal,Capital Federal,22000,Alquiler,Apartamento,0.0,22.0,0
1230,49655251,San Isidro,GBA Norte,150000,Alquiler,PH,3.0,156.0,0
1231,49655532,Villa Pueyrredón,Capital Federal,43000,Alquiler,Apartamento,1.0,42.0,1
1232,49655704,Recoleta,Capital Federal,280000,Venta,Apartamento,3.0,,1
1233,49655844,Parque Chacabuco,Capital Federal,75000,Alquiler,Apartamento,2.0,59.0,0
1234,49655882,Villa Ortuzar,Capital Federal,40000,Alquiler,Apartamento,0.0,34.0,0
1235,49656148,Colegiales,Capital Federal,109000,Alquiler,Apartamento,3.0,71.0,1
1236,49656205,Parque Chacabuco,Capital Federal,62000,Alquiler,PH,2.0,100.0,0
1237,49656333,Belgrano,Capital Federal,55000,Alquiler,Apartamento,1.0,50.0,0
1238,49656385,Palermo,Capital Federal,96000,Alquiler,Apartamento,2.0,90.0,1
1239,49656475,Vicente López,GBA Norte,75000,Alquiler,Apartamento,2.0,73.0,0
1240,49656638,Caballito,Capital Federal,42000,Alquiler,Apartamento,1.0,42.0,1
1241,49656780,Palermo,Capital Federal,75000,Alquiler,Apartamento,1.0,50.0,0
1242,49656830,Rosario,Santa Fe,24000,Alquiler,Apartamento,0.0,25.0,0
1243,49658248,Belgrano,Capital Federal,35000,Alquiler,Apartamento,1.0,33.0,0
1244,49658264,Córdoba,Córdoba,35000,Alquiler,Apartamento,1.0,38.0,1
1245,49658587,Palermo,Capital Federal,74000,Alquiler,Apartamento,2.0,72.0,0
1246,49658757,Caballito,Capital Federal,50000,Alquiler,Apartamento,1.0,40.0,1
1247,49659079,Caballito,Capital Federal,80000,Alquiler,PH,2.0,72.0,0
1248,49659406,Villa Crespo,Capital Federal,96000,Alquiler,PH,,90.0,1
1249,49659634,Palermo,Capital Federal,80000,Alquiler,Apartamento,0.0,55.0,0
1250,49659742,Villa Urquiza,Capital Federal,67000,Alquiler,Apartamento,2.0,65.0,0
1251,49659817,Almagro,Capital Federal,42000,Alquiler,Apartamento,1.0,37.0,0
1252,49659884,Boedo,Capital Federal,39000,Alquiler,Apartamento,1.0,44.0,1
1253,49659964,Vicente López,GBA Norte,48000,Alquiler,PH,2.0,80.0,0
1254,49659990,Villa del Parque,Capital Federal,80000,Alquiler,PH,1.0,84.0,0
1255,49660119,San Isidro,GBA Norte,45000,Alquiler,Apartamento,2.0,50.0,1
1256,49660156,Barrio Norte,Capital Federal,60000,Alquiler,Apartamento,1.0,60.0,0
1257,49660423,Lanús,GBA Sur,45000,Alquiler,PH,3.0,1.0,0
1258,49660496,Lomas de Zamora,GBA Sur,30000,Alquiler,Apartamento,0.0,,1
1259,49660558,Palermo,Capital Federal,100000,Alquiler,PH,3.0,83.0,0
1260,49661070,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,46.0,1
1261,49661557,Belgrano,Capital Federal,45000,Alquiler,Apartamento,0.0,40.0,0
1262,49661609,Villa Crespo,Capital Federal,43000,Alquiler,Apartamento,1.0,43.0,0
1263,49662032,Vicente López,GBA Norte,75000,Alquiler,Apartamento,1.0,50.0,0
1264,49662280,Villa Urquiza,Capital Federal,70000,Alquiler,Apartamento,1.0,55.0,0
1265,49662892,Caballito,Capital Federal,80000,Alquiler,Apartamento,2.0,79.0,1
1266,49663150,Congreso,Capital Federal,48000,Alquiler,Apartamento,2.0,50.0,0
1267,49663520,Lomas de Zamora,GBA Sur,40000,Alquiler,PH,1.0,55.0,0
1268,49663608,Rosario,Santa Fe,80000,Alquiler,Casa,2.0,,1
1269,49663644,Palermo,Capital Federal,49000,Alquiler,Apartamento,1.0,45.0,0
1270,49663699,Núñez,Capital Federal,50000,Alquiler,Apartamento,0.0,38.0,0
1271,49663828,Balvanera,Capital Federal,45000,Alquiler,Apartamento,0.0,34.0,0
1272,49663855,Belgrano,Capital Federal,80000,Alquiler,PH,1.0,63.0,1
1273,49663897,Rosario,Santa Fe,27000,Alquiler,Apartamento,1.0,27.0,1
1274,49663980,Vicente López,GBA Norte,40000,Alquiler,Apartamento,0.0,35.0,1
1275,49664375,Saavedra,Capital Federal,33000,Alquiler,Apartamento,1.0,23.0,0
1276,49664525,Villa Urquiza,Capital Federal,55000,Alquiler,Apartamento,1.0,49.0,1
1277,49664548,San Cristobal,Capital Federal,65000,Alquiler,PH,2.0,75.0,1
1278,49664591,Belgrano,Capital Federal,80000,Alquiler,Apartamento,3.0,75.0,0
1279,49664610,Flores,Capital Federal,40000,Alquiler,Apartamento,1.0,46.0,1
1280,49664614,Villa Urquiza,Capital Federal,35000,Alquiler,PH,0.0,27.0,0
1281,49664649,Villa Urquiza,Capital Federal,35000,Alquiler,PH,0.0,27.0,0
